LR,Dropout,Val_Loss,Val_Precision,Val_Recall,Val_F1
0.001,0.3,0.11372854450019076,0.957703081232493,0.9470588235294118,0.9446736270265683
0.001,0.5,0.16668608188357817,0.9536764705882352,0.9411764705882353,0.9390746508393567
0.0005,0.3,0.15485817783822617,0.9612044817927172,0.9529411764705882,0.9493527714115949
0.0005,0.5,0.15368412542253887,0.9196078431372549,0.9294117647058824,0.9190879382055852
